Step,Loss
1991,41.21721
1992,56.55452
1993,50.086792
1994,32.6
1995,39.642506
1996,55.91819
1997,47.040035
1998,33.3834
1999,48.605976
2000,30.06772
2001,38.08268
2002,47.634224
2003,32.778503
2004,41.86734
2005,33.64853
2006,34.890244
2007,46.518784
2008,45.5478
2009,31.56155
2010,39.673687
2011,29.844692
2012,45.297283
2013,36.33403
2014,38.541553
2015,29.403128
2016,32.95186
2017,34.29471
2018,32.58326
2019,47.477264
2020,41.79275
2021,29.45916
2022,39.585373
2023,35.57052
2024,36.20289
2025,20.922606
2026,31.849558
2027,34.409798
2028,36.395134
2029,36.75223
2030,32.218468
2031,53.19601
2032,31.82558
2033,42.514847
2034,40.93945
2035,47.098602
2036,40.783184
2037,49.356804
2038,45.83844
2039,30.27617
2040,32.112576
2041,46.54934
2042,32.578358
2043,40.509304
2044,37.44918
2045,31.715738
2046,27.085268
2047,43.228127
2048,33.88096
2049,32.033176
2050,37.58867
2051,34.792374
2052,30.476135
2053,36.965313
2054,36.904026
2055,34.431488
2056,35.805878
2057,30.307627
2058,41.77939
2059,40.62333
2060,46.239548
2061,38.35021
2062,33.666702
2063,46.0393
2064,43.303093
2065,27.130592
2066,52.750496
2067,40.7527
2068,41.94997
2069,27.347202
2070,52.34468
2071,48.433556
2072,61.102
2073,49.740173
2074,27.674498
2075,50.230217
2076,39.742134
2077,44.300007
2078,33.82161
2079,39.082962
2080,40.630104
2081,29.755531
2082,28.272038
2083,25.53217
2084,48.605236
2085,35.15247
2086,33.076225
2087,46.442062
2088,31.330048
2089,39.199326
2090,39.04515
2091,29.658329
2092,40.615177
2093,31.790815
2094,56.588306
2095,46.502846
2096,34.79304
2097,38.05429
2098,33.782578
2099,42.65542
2100,38.57051
2101,51.47471
2102,693.053
2103,620.2785
2104,551.02405
2105,480.73898
2106,446.83215
2107,479.386
2108,424.3239
2109,377.93524
2110,367.00427
2111,329.1113
2112,358.05988
2113,342.1098
2114,332.9712
2115,331.91254
2116,313.38208
2117,263.46033
2118,242.75803
2119,274.80487
2120,218.12103
2121,238.4972
2122,239.18365
2123,224.72743
2124,242.12207
2125,263.55115
2126,174.94017
2127,225.44142
2128,190.90906
2129,205.84143
2130,206.12802
2131,177.03937
2132,151.5671
2133,172.52124
2134,176.77954
2135,140.67732
2136,161.84082
2137,137.27863
2138,145.22072
2139,138.90749
2140,134.53867
2141,125.63311
2142,124.83438
2143,134.89053
2144,144.22519
2145,109.85757
2146,123.1188
2147,113.15726
2148,138.99641
2149,146.46555
2150,120.39333
2151,112.94655
2152,110.200356
2153,134.53299
2154,109.50796
2155,117.61403
2156,94.90596
2157,89.89908
2158,112.780975
2159,89.98996
2160,93.95343
2161,87.16756
2162,81.2262
2163,76.46351
2164,83.44819
2165,96.50376
2166,76.70661
2167,88.54912
2168,83.661766
2169,76.014725
2170,85.96832
2171,72.49306
2172,91.16113
2173,74.72847
2174,69.18542
2175,71.333664
2176,98.82402
2177,72.86166
2178,78.95897
2179,91.804016
2180,58.059578
2181,63.675938
2182,79.67
2183,61.57668
2184,57.166634
2185,68.13536
2186,58.614723
2187,70.756874
2188,52.007362
2189,56.667366
2190,59.707325
2191,68.46762
2192,64.796036
2193,100.52439
2194,54.346573
2195,61.02723
2196,47.75055
2197,66.542755
2198,56.70881
2199,55.999702
2200,61.02316
2201,51.90319
2202,46.1559
2203,60.434887
2204,60.06765
2205,63.84378
2206,64.17076
2207,66.90544
2208,63.558228
2209,46.985485
2210,56.29245
2211,65.47691
2212,58.539932
2213,60.792736
2214,63.24704
2215,36.6295
2216,57.14608
2217,46.438717
2218,57.47714
2219,66.21132
2220,40.38807
2221,77.800415
2222,52.47855
2223,55.681576
2224,59.253605
2225,53.399834
2226,45.652565
2227,42.940678
2228,49.86123
2229,74.20543
2230,57.883995
2231,72.00724
2232,63.202568
2233,61.272057
2234,58.919914
2235,56.706856
2236,59.173626
2237,51.89736
2238,45.81608
2239,55.940384
2240,52.73764
2241,60.015606
2242,56.67248
2243,40.61955
2244,39.31919
2245,52.92858
2246,65.37204
2247,40.75228
2248,61.206978
2249,37.282997
2250,43.1126
2251,69.45882
2252,38.908737
2253,60.20701
2254,65.61499
2255,52.566795
2256,56.59334
2257,59.09293
2258,48.38134
2259,49.029636
2260,39.261215
2261,66.82179
2262,28.799393
2263,48.68032
2264,48.35608
2265,41.838
2266,36.220787
2267,40.045097
2268,55.07189
2269,71.259796
2270,34.916847
2271,56.469685
2272,40.73434
2273,30.101278
2274,76.69522
2275,46.5301
2276,38.77258
2277,42.22719
2278,47.867634
2279,43.76657
2280,29.752209
2281,37.696774
2282,39.287243
2283,52.369743
2284,42.50507
2285,34.22774
2286,30.25332
2287,36.34832
2288,32.791985
2289,66.94954
2290,65.912125
2291,54.50531
2292,50.44997
2293,33.933304
2294,38.71094
2295,38.51001
2296,50.803646
2297,47.52651
2298,47.702625
2299,50.85581
2300,25.034601
2301,41.27197
2302,37.835114
2303,52.93974
2304,67.164276
2305,41.328552
2306,40.32513
2307,34.479156
2308,44.678738
2309,32.600273
2310,39.557964
2311,62.599785
2312,38.288414
2313,35.25418
2314,48.69047
2315,40.131836
2316,39.555916
2317,51.347115
2318,42.56102
2319,69.3457
2320,43.819946
2321,63.007683
2322,29.27651
2323,35.11717
2324,37.27497
2325,24.618877
2326,48.92945
2327,47.63707
2328,32.590782
2329,36.023003
2330,51.243744
2331,72.80837
2332,48.242485
2333,29.431185
2334,34.510723
2335,64.43431
2336,33.403877
2337,64.06049
2338,32.771717
2339,60.62584
2340,39.43672
2341,47.697834
2342,40.8815
2343,28.174118
2344,32.591286
2345,30.685848
2346,39.569492
2347,36.93077
2348,30.201988
2349,46.864166
2350,35.280304
2351,37.231606
2352,51.773243
2353,49.091248
2354,39.18978
2355,49.76503
2356,58.45849
2357,28.604162
2358,46.78631
2359,55.188976
2360,40.42578
2361,27.762962
2362,30.129194
2363,29.381044
2364,36.7935
2365,39.610962
2366,46.466393
2367,50.291195
2368,31.295906
2369,44.99135
2370,38.534275
2371,26.045794
2372,26.562084
2373,48.837097
2374,64.60156
2375,40.67534
2376,36.858986
2377,48.508446
2378,42.404808
2379,84.35976
2380,70.545425
2381,109.1349
2382,60.45127
2383,83.392166
2384,67.572205
2385,81.82883
2386,103.2636
2387,70.83753
2388,84.569534
2389,83.16958
2390,65.86215
2391,89.27288
2392,82.199265
2393,110.88411
2394,89.02572
2395,79.63917
2396,82.53076
2397,92.023476
2398,76.36273
2399,110.05061
2400,67.65878
2401,71.28479
2402,55.900925
2403,55.76165
2404,66.57028
2405,72.333405
2406,71.13452
2407,71.09962
2408,70.147354
2409,62.79898
2410,77.319244
2411,78.75196
2412,57.038048
2413,57.81021
2414,66.865326
2415,44.74258
2416,39.058777
2417,36.41513
2418,44.112244
2419,71.560234
2420,72.37167
2421,57.23121
2422,63.505028
2423,53.828735
2424,50.526245
2425,42.385498
2426,51.69318
2427,60.614815
2428,67.254395
2429,42.648254
2430,54.75623
2431,35.35103
2432,89.86198
2433,67.20453
2434,54.38114
2435,98.29001
2436,85.34329
2437,73.99012
2438,61.77584
2439,38.21079
2440,61.890495
2441,38.531433
2442,44.970497
2443,71.964134
2444,58.75851
2445,32.456944
2446,56.9702
2447,69.530014
2448,43.609383
2449,74.160904
2450,55.501865
2451,52.480583
2452,59.381096
2453,59.8973
2454,63.74453
2455,48.92228
2456,63.81994
2457,67.35288
2458,50.87281
2459,62.476234
2460,77.59767
2461,61.847694
2462,56.048992
2463,46.50645
2464,50.439682
2465,67.13355
2466,35.6257
2467,49.947475
2468,40.162277
2469,52.76568
2470,51.472023
2471,88.83035
2472,50.977562
2473,56.345596
2474,46.799057
2475,60.69909
2476,62.8384
2477,52.861153
2478,71.99538
2479,73.591324
2480,43.85395
2481,61.221916
2482,53.81367
2483,74.657005
2484,44.649197
2485,59.19359
2486,60.671005
2487,56.308624
2488,64.18608
2489,51.36702
2490,41.414062
2491,47.636475
2492,72.64784
2493,65.12978
2494,47.293312
2495,53.707645
2496,69.92374
2497,43.04461
2498,54.381416
2499,47.5283
2500,52.38154
2501,49.615982
2502,62.455193
2503,39.294872
2504,48.39305
2505,52.31666
2506,64.36413
2507,43.617634
2508,51.04209
2509,64.49439
2510,50.70736
2511,47.9087
2512,60.816505
2513,59.910812
2514,68.18111
2515,43.21666
2516,87.72032
2517,62.67744
2518,78.803185
2519,77.15722
2520,46.574226
2521,51.228916
2522,37.14588
2523,65.64192
2524,53.776306
2525,41.131645
2526,56.594303
2527,81.232346
2528,44.65029
2529,51.56653
2530,45.31758
2531,67.57842
2532,74.24664
2533,68.1076
2534,51.232903
2535,54.46576
2536,58.906357
2537,55.624043
2538,52.329407
2539,47.689453
2540,55.072323
2541,51.6723
2542,63.99508
2543,46.89815
2544,51.864243
2545,66.592255
2546,49.684776
2547,50.864384
2548,47.015648
2549,50.22339
2550,43.368576
2551,44.999893
2552,48.956276
2553,46.97334
2554,39.50286
2555,51.37913
2556,41.142303
2557,40.046764
2558,70.61524
2559,41.489285
2560,56.108807
2561,74.74007
2562,63.109
2563,63.371883
2564,58.93162
2565,76.214676
2566,68.8263
2567,65.667305
2568,48.080605
2569,50.471745
2570,53.831055
2571,46.945595
2572,47.05127
2573,39.902355
2574,44.88366
2575,52.428177
2576,54.200874
2577,45.88473
2578,74.170074
2579,46.50895
2580,61.804802
2581,57.057182
2582,32.123375
2583,41.05616
2584,48.93186
2585,53.166405
2586,52.507893
2587,65.08179
2588,58.631958
2589,41.288387
2590,57.73025
2591,45.872276
2592,57.013428
2593,49.044655
2594,59.713398
2595,40.5502
2596,46.107376
2597,65.490715
2598,49.660355
2599,45.357025
2600,49.26873
2601,46.19842
2602,49.78817
2603,46.200474
2604,42.10317
2605,44.233345
2606,49.891735
2607,48.497196
2608,55.67358
2609,55.998512
2610,81.69821
2611,54.014236
2612,40.40375
2613,47.583782
2614,51.87656
2615,54.186283
2616,59.064384
2617,45.207027
2618,57.4886
2619,71.331055
2620,52.88755
2621,54.923492
2622,84.15857
2623,42.190063
2624,33.411755
2625,33.77487
2626,43.149086
2627,45.60633
2628,64.70965
2629,57.470978
2630,52.223213
2631,43.786263
2632,48.89695
2633,37.55729
2634,49.477043
2635,40.888515
2636,36.735096
2637,34.298424
2638,66.05486
2639,53.640152
2640,59.60262
2641,34.493225
2642,36.0087
2643,63.57399
2644,45.56054
2645,64.17564
2646,55.790085
2647,47.804977
2648,36.515648
2649,37.365685
2650,36.830276
2651,38.82386
2652,49.42481
2653,49.142593
2654,48.807545
2655,43.817184
2656,32.924168
2657,41.93218
2658,43.906353
2659,46.716404
2660,60.258278
2661,35.201283
2662,39.272514
2663,36.777325
2664,52.39817
2665,45.905823
2666,62.51863
2667,45.78876
2668,38.64759
2669,43.33238
2670,39.610474
2671,25.837675
2672,38.25049
2673,59.086514
2674,35.332375
2675,34.17264
2676,56.136673
2677,38.38344
2678,48.945267
2679,61.634686
2680,40.89101
2681,50.09573
2682,53.649055
2683,34.85978
2684,31.429314
2685,42.76171
2686,43.038
2687,49.95851
2688,41.54237
2689,54.68924
2690,39.32609
2691,45.220238
2692,59.73869
2693,56.048946
2694,41.12782
2695,60.50462
2696,38.483643
2697,40.283264
2698,52.997677
2699,36.948532
2700,59.228165
2701,49.83638
2702,28.894918
2703,45.77157
2704,33.27419
2705,59.557575
2706,55.833496
2707,30.565823
2708,28.412304
2709,41.636246
2710,45.94362
2711,51.07618
2712,37.021065
2713,55.929695
2714,39.114502
2715,39.75534
2716,45.89025
2717,45.8746
2718,38.21029
2719,60.48031
2720,65.47231
2721,33.522503
2722,40.818657
2723,40.789917
2724,41.3071
2725,33.244614
2726,62.164852
2727,49.327568
2728,38.84115
2729,43.179764
2730,37.92574
2731,63.84149
2732,47.222412
2733,51.236332
2734,54.30498
2735,40.638992
2736,55.984196
2737,58.704216
2738,51.91906
2739,52.150322
2740,42.631176
2741,33.105614
2742,35.571182
2743,59.265232
2744,37.88562
2745,51.855164
2746,69.51878
2747,24.43873
2748,47.989418
2749,35.68042
2750,64.503296
2751,31.225666
2752,41.857857
2753,46.641647
2754,60.659103
2755,44.099434
2756,68.22041
2757,35.55651
2758,41.746246
2759,40.02009
2760,38.182693
2761,52.249588
2762,35.525253
2763,35.739616
2764,44.03985
2765,31.484898
2766,37.268814
2767,36.924137
2768,50.27997
2769,57.9857
2770,45.439842
2771,57.51193
2772,45.66133
2773,37.18001
2774,51.037025
2775,64.90229
2776,51.04392
2777,52.52397
2778,39.471207
2779,37.556984
2780,40.707592
2781,42.710545
2782,53.05005
2783,40.838535
2784,47.007298
2785,48.27213
2786,39.532024
2787,46.22711
2788,27.449738
2789,27.451353
2790,62.40401
2791,67.736176
2792,50.400444
2793,38.333603
2794,40.252968
2795,41.462517
2796,38.65435
2797,33.47692
2798,36.420414
2799,47.085327
2800,33.451973
2801,43.24643
2802,50.36528
2803,42.87236
2804,53.89116
2805,68.72273
2806,59.589317
2807,49.50303
2808,63.16201
2809,36.716667
2810,41.768555
2811,40.2386
2812,41.202576
2813,42.58454
2814,50.33533
2815,38.119144
2816,40.715584
2817,43.00888
2818,69.08678
2819,53.632065
2820,50.159798
2821,31.711979
2822,50.121113
2823,41.26281
2824,48.812347
2825,48.924343
2826,42.40052
2827,48.59602
2828,42.71573
2829,42.174377
2830,53.851994
2831,32.93936
2832,47.804802
2833,39.92225
2834,46.72269
2835,39.133476
2836,53.002853
2837,46.0216
2838,44.161293
2839,55.248665
2840,50.658764
2841,38.659733
2842,39.136814
2843,56.0398
2844,48.22612
2845,41.66799
2846,55.623894
2847,36.44256
2848,43.12629
2849,47.58082
